trial,seed,N,T,success,runtime_s,recovered_key,returncode
1078,80000010027,10,800000,1,20.547,4F4E4D494B52,0
1079,80000010028,10,800000,0,21.021,,1
1080,80000010029,10,800000,1,21.194,4F4E4D494B52,0
1081,80000010030,10,800000,1,21.124,4F4E4D494B52,0
1082,80000010031,10,800000,0,21.843,,1
1083,80000010032,10,800000,0,20.898,,1
1084,80000010033,10,800000,0,21.293,,1
1085,80000010034,10,800000,1,21.661,4F4E4D494B52,0
1086,80000010035,10,800000,1,20.170,4F4E4D494B52,0
1087,80000010036,10,800000,1,20.350,4F4E4D494B52,0
1088,80000010037,10,800000,1,21.402,4F4E4D494B52,0
1089,80000010038,10,800000,1,20.020,4F4E4D494B52,0
1090,80000010039,10,800000,0,21.459,,1
1091,80000010040,10,800000,1,20.653,4F4E4D494B52,0
1092,80000010041,10,800000,1,20.531,4F4E4D494B52,0
1093,80000010042,10,800000,0,21.707,,1
1094,80000010043,10,800000,1,20.932,4F4E4D494B52,0
1095,80000010044,10,800000,1,20.801,4F4E4D494B52,0
1096,80000010045,10,800000,0,21.027,,1
1097,80000010046,10,800000,1,20.432,4F4E4D494B52,0
1098,80000010047,10,800000,1,20.848,4F4E4D494B52,0
1099,80000010048,10,800000,1,21.352,4F4E4D494B52,0
1100,80000010049,10,800000,0,21.273,,1
1101,80000012000,12,800000,1,22.104,4F4E4D494B52,0
1102,80000012001,12,800000,1,22.612,4F4E4D494B52,0
1103,80000012002,12,800000,0,22.768,,1
1104,80000012003,12,800000,0,23.575,,1
1105,80000012004,12,800000,1,23.270,4F4E4D494B52,0
1106,80000012005,12,800000,0,22.337,,1
1107,80000012006,12,800000,1,22.226,4F4E4D494B52,0
1108,80000012007,12,800000,1,22.199,4F4E4D494B52,0
1109,80000012008,12,800000,0,23.955,,1
1110,80000012009,12,800000,1,23.172,4F4E4D494B52,0
1111,80000012010,12,800000,1,23.263,4F4E4D494B52,0
1112,80000012011,12,800000,1,22.125,4F4E4D494B52,0
1113,80000012012,12,800000,1,23.505,4F4E4D494B52,0
1114,80000012013,12,800000,0,22.975,,1
1115,80000012014,12,800000,1,22.821,4F4E4D494B52,0
1116,80000012015,12,800000,1,22.596,4F4E4D494B52,0
1117,80000012016,12,800000,1,22.227,4F4E4D494B52,0
1118,80000012017,12,800000,1,21.748,4F4E4D494B52,0
1119,80000012018,12,800000,1,21.721,4F4E4D494B52,0
1120,80000012019,12,800000,1,22.668,4F4E4D494B52,0
1121,80000012020,12,800000,1,21.024,4F4E4D494B52,0
1122,80000012021,12,800000,1,22.706,4F4E4D494B52,0
1123,80000012022,12,800000,1,21.535,4F4E4D494B52,0
1124,80000012023,12,800000,1,21.347,4F4E4D494B52,0
1125,80000012024,12,800000,1,22.394,4F4E4D494B52,0
1126,80000012025,12,800000,1,23.144,4F4E4D494B52,0
1127,80000012026,12,800000,0,21.360,,1
1128,80000012027,12,800000,1,23.175,4F4E4D494B52,0
1129,80000012028,12,800000,1,22.392,4F4E4D494B52,0
1130,80000012029,12,800000,1,23.290,4F4E4D494B52,0
1131,80000012030,12,800000,1,22.697,4F4E4D494B52,0
1132,80000012031,12,800000,1,22.405,4F4E4D494B52,0
1133,80000012032,12,800000,1,22.493,4F4E4D494B52,0
1134,80000012033,12,800000,1,22.205,4F4E4D494B52,0
1135,80000012034,12,800000,1,21.440,4F4E4D494B52,0
1136,80000012035,12,800000,1,21.928,4F4E4D494B52,0
1137,80000012036,12,800000,1,22.842,4F4E4D494B52,0
1138,80000012037,12,800000,1,23.171,4F4E4D494B52,0
1139,80000012038,12,800000,1,21.862,4F4E4D494B52,0
1140,80000012039,12,800000,0,22.957,,1
1141,80000012040,12,800000,1,22.623,4F4E4D494B52,0
1142,80000012041,12,800000,1,22.638,4F4E4D494B52,0
1143,80000012042,12,800000,1,22.659,4F4E4D494B52,0
1144,80000012043,12,800000,1,21.893,4F4E4D494B52,0
1145,80000012044,12,800000,1,21.826,4F4E4D494B52,0
1146,80000012045,12,800000,0,21.911,,1
1147,80000012046,12,800000,1,23.561,4F4E4D494B52,0
1148,80000012047,12,800000,1,22.622,4F4E4D494B52,0
1149,80000012048,12,800000,1,22.663,4F4E4D494B52,0
1150,80000012049,12,800000,1,23.089,4F4E4D494B52,0
1151,80000016000,16,800000,1,26.289,4F4E4D494B52,0
1152,80000016001,16,800000,0,26.272,,1
1153,80000016002,16,800000,1,26.285,4F4E4D494B52,0
1154,80000016003,16,800000,1,26.640,4F4E4D494B52,0
1155,80000016004,16,800000,1,26.275,4F4E4D494B52,0
1156,80000016005,16,800000,1,27.166,4F4E4D494B52,0
1157,80000016006,16,800000,1,25.721,4F4E4D494B52,0
1158,80000016007,16,800000,0,26.440,,1
1159,80000016008,16,800000,1,27.068,4F4E4D494B52,0
1160,80000016009,16,800000,1,25.608,4F4E4D494B52,0
1161,80000016010,16,800000,1,27.121,4F4E4D494B52,0
1162,80000016011,16,800000,1,26.334,4F4E4D494B52,0
1163,80000016012,16,800000,1,27.543,4F4E4D494B52,0
1164,80000016013,16,800000,1,27.178,4F4E4D494B52,0
1165,80000016014,16,800000,1,27.743,4F4E4D494B52,0
1166,80000016015,16,800000,1,26.911,4F4E4D494B52,0
1167,80000016016,16,800000,1,26.686,4F4E4D494B52,0
1168,80000016017,16,800000,1,25.703,4F4E4D494B52,0
1169,80000016018,16,800000,1,26.052,4F4E4D494B52,0
1170,80000016019,16,800000,0,25.186,,1
1171,80000016020,16,800000,1,25.301,4F4E4D494B52,0
1172,80000016021,16,800000,1,26.479,4F4E4D494B52,0
1173,80000016022,16,800000,1,26.649,4F4E4D494B52,0
1174,80000016023,16,800000,1,26.405,4F4E4D494B52,0
1175,80000016024,16,800000,1,26.346,4F4E4D494B52,0
1176,80000016025,16,800000,1,26.449,4F4E4D494B52,0
1177,80000016026,16,800000,1,27.065,4F4E4D494B52,0
1178,80000016027,16,800000,0,27.077,,1
1179,80000016028,16,800000,1,26.119,4F4E4D494B52,0
1180,80000016029,16,800000,1,25.699,4F4E4D494B52,0
1181,80000016030,16,800000,1,25.834,4F4E4D494B52,0
1182,80000016031,16,800000,1,25.634,4F4E4D494B52,0
1183,80000016032,16,800000,1,26.575,4F4E4D494B52,0
1184,80000016033,16,800000,1,27.312,4F4E4D494B52,0
1185,80000016034,16,800000,1,25.924,4F4E4D494B52,0
1186,80000016035,16,800000,1,26.505,4F4E4D494B52,0
1187,80000016036,16,800000,1,27.101,4F4E4D494B52,0
1188,80000016037,16,800000,1,26.286,4F4E4D494B52,0
1189,80000016038,16,800000,1,26.282,4F4E4D494B52,0
1190,80000016039,16,800000,1,27.314,4F4E4D494B52,0
1191,80000016040,16,800000,1,26.950,4F4E4D494B52,0
1192,80000016041,16,800000,1,27.368,4F4E4D494B52,0
1193,80000016042,16,800000,1,26.178,4F4E4D494B52,0
1194,80000016043,16,800000,1,26.742,4F4E4D494B52,0
1195,80000016044,16,800000,1,27.551,4F4E4D494B52,0
1196,80000016045,16,800000,1,27.172,4F4E4D494B52,0
1197,80000016046,16,800000,1,26.553,4F4E4D494B52,0
1198,80000016047,16,800000,1,26.244,4F4E4D494B52,0
1199,80000016048,16,800000,1,27.951,4F4E4D494B52,0
1200,80000016049,16,800000,1,24.947,4F4E4D494B52,0
1201,80000020000,20,800000,1,28.917,4F4E4D494B52,0
1202,80000020001,20,800000,1,31.638,4F4E4D494B52,0
1203,80000020002,20,800000,1,31.403,4F4E4D494B52,0
1204,80000020003,20,800000,1,29.295,4F4E4D494B52,0
1205,80000020004,20,800000,1,29.849,4F4E4D494B52,0
1206,80000020005,20,800000,1,31.926,4F4E4D494B52,0
1207,80000020006,20,800000,1,31.202,4F4E4D494B52,0
1208,80000020007,20,800000,1,31.776,4F4E4D494B52,0
1209,80000020008,20,800000,1,31.050,4F4E4D494B52,0
1210,80000020009,20,800000,1,29.443,4F4E4D494B52,0
1211,80000020010,20,800000,1,29.908,4F4E4D494B52,0
1212,80000020011,20,800000,1,30.581,4F4E4D494B52,0
1213,80000020012,20,800000,1,30.942,4F4E4D494B52,0
1214,80000020013,20,800000,1,29.247,4F4E4D494B52,0
1215,80000020014,20,800000,1,31.841,4F4E4D494B52,0
1216,80000020015,20,800000,0,30.425,,1
1217,80000020016,20,800000,1,28.364,4F4E4D494B52,0
1218,80000020017,20,800000,1,30.793,4F4E4D494B52,0
1219,80000020018,20,800000,1,31.024,4F4E4D494B52,0
1220,80000020019,20,800000,1,30.942,4F4E4D494B52,0
1221,80000020020,20,800000,1,31.093,4F4E4D494B52,0
1222,80000020021,20,800000,1,31.011,4F4E4D494B52,0
1223,80000020022,20,800000,1,32.241,4F4E4D494B52,0
1224,80000020023,20,800000,1,30.105,4F4E4D494B52,0
1225,80000020024,20,800000,1,32.258,4F4E4D494B52,0
1226,80000020025,20,800000,1,30.025,4F4E4D494B52,0
1227,80000020026,20,800000,1,29.967,4F4E4D494B52,0
1228,80000020027,20,800000,1,33.693,4F4E4D494B52,0
1229,80000020028,20,800000,1,31.825,4F4E4D494B52,0
1230,80000020029,20,800000,1,31.583,4F4E4D494B52,0
1231,80000020030,20,800000,1,32.844,4F4E4D494B52,0
1232,80000020031,20,800000,1,31.880,4F4E4D494B52,0
1233,80000020032,20,800000,1,31.242,4F4E4D494B52,0
1234,80000020033,20,800000,0,29.640,,1
1235,80000020034,20,800000,1,31.292,4F4E4D494B52,0
1236,80000020035,20,800000,0,28.833,,1
1237,80000020036,20,800000,1,30.318,4F4E4D494B52,0
1238,80000020037,20,800000,1,30.462,4F4E4D494B52,0
1239,80000020038,20,800000,1,30.028,4F4E4D494B52,0
1240,80000020039,20,800000,1,31.191,4F4E4D494B52,0
1241,80000020040,20,800000,1,30.327,4F4E4D494B52,0
1242,80000020041,20,800000,1,30.520,4F4E4D494B52,0
1243,80000020042,20,800000,1,33.252,4F4E4D494B52,0
1244,80000020043,20,800000,1,30.565,4F4E4D494B52,0
1245,80000020044,20,800000,1,31.458,4F4E4D494B52,0
1246,80000020045,20,800000,1,30.801,4F4E4D494B52,0
1247,80000020046,20,800000,1,30.708,4F4E4D494B52,0
1248,80000020047,20,800000,1,29.311,4F4E4D494B52,0
1249,80000020048,20,800000,1,31.069,4F4E4D494B52,0
1250,80000020049,20,800000,1,30.478,4F4E4D494B52,0
1251,80000024000,24,800000,1,34.729,4F4E4D494B52,0
1252,80000024001,24,800000,1,35.832,4F4E4D494B52,0
1253,80000024002,24,800000,1,34.441,4F4E4D494B52,0
1254,80000024003,24,800000,1,32.501,4F4E4D494B52,0
1255,80000024004,24,800000,1,35.288,4F4E4D494B52,0
1256,80000024005,24,800000,1,34.593,4F4E4D494B52,0
1257,80000024006,24,800000,1,35.312,4F4E4D494B52,0
1258,80000024007,24,800000,1,35.195,4F4E4D494B52,0
1259,80000024008,24,800000,1,35.403,4F4E4D494B52,0
1260,80000024009,24,800000,1,33.824,4F4E4D494B52,0
1261,80000024010,24,800000,1,37.855,4F4E4D494B52,0
1262,80000024011,24,800000,1,35.167,4F4E4D494B52,0
1263,80000024012,24,800000,1,34.715,4F4E4D494B52,0
1264,80000024013,24,800000,1,34.703,4F4E4D494B52,0
1265,80000024014,24,800000,1,33.959,4F4E4D494B52,0
1266,80000024015,24,800000,1,34.762,4F4E4D494B52,0
1267,80000024016,24,800000,1,35.131,4F4E4D494B52,0
1268,80000024017,24,800000,1,34.201,4F4E4D494B52,0
1269,80000024018,24,800000,1,35.638,4F4E4D494B52,0
1270,80000024019,24,800000,1,31.509,4F4E4D494B52,0
1271,80000024020,24,800000,1,34.154,4F4E4D494B52,0
1272,80000024021,24,800000,1,35.864,4F4E4D494B52,0
1273,80000024022,24,800000,1,34.972,4F4E4D494B52,0
1274,80000024023,24,800000,0,34.496,,1
1275,80000024024,24,800000,1,33.806,4F4E4D494B52,0
1276,80000024025,24,800000,1,35.601,4F4E4D494B52,0
1277,80000024026,24,800000,1,35.672,4F4E4D494B52,0
1278,80000024027,24,800000,1,34.936,4F4E4D494B52,0
1279,80000024028,24,800000,1,34.157,4F4E4D494B52,0
1280,80000024029,24,800000,1,35.748,4F4E4D494B52,0
1281,80000024030,24,800000,1,32.628,4F4E4D494B52,0
1282,80000024031,24,800000,1,35.642,4F4E4D494B52,0
1283,80000024032,24,800000,1,33.806,4F4E4D494B52,0
1284,80000024033,24,800000,1,35.248,4F4E4D494B52,0
1285,80000024034,24,800000,1,35.450,4F4E4D494B52,0
1286,80000024035,24,800000,1,34.932,4F4E4D494B52,0
1287,80000024036,24,800000,1,34.371,4F4E4D494B52,0
1288,80000024037,24,800000,1,34.334,4F4E4D494B52,0
1289,80000024038,24,800000,1,38.904,4F4E4D494B52,0
1290,80000024039,24,800000,1,34.096,4F4E4D494B52,0
1291,80000024040,24,800000,1,35.856,4F4E4D494B52,0
1292,80000024041,24,800000,1,35.824,4F4E4D494B52,0
1293,80000024042,24,800000,1,34.937,4F4E4D494B52,0
1294,80000024043,24,800000,1,33.451,4F4E4D494B52,0
1295,80000024044,24,800000,1,33.376,4F4E4D494B52,0
1296,80000024045,24,800000,1,34.276,4F4E4D494B52,0
1297,80000024046,24,800000,1,36.641,4F4E4D494B52,0
1298,80000024047,24,800000,1,34.995,4F4E4D494B52,0
1299,80000024048,24,800000,1,36.236,4F4E4D494B52,0
1300,80000024049,24,800000,1,35.326,4F4E4D494B52,0
1301,80000032000,32,800000,1,43.399,4F4E4D494B52,0
1302,80000032001,32,800000,1,41.269,4F4E4D494B52,0
1303,80000032002,32,800000,1,43.755,4F4E4D494B52,0
1304,80000032003,32,800000,1,44.619,4F4E4D494B52,0
1305,80000032004,32,800000,1,42.952,4F4E4D494B52,0
1306,80000032005,32,800000,1,42.483,4F4E4D494B52,0
1307,80000032006,32,800000,1,46.135,4F4E4D494B52,0
1308,80000032007,32,800000,1,44.309,4F4E4D494B52,0
1309,80000032008,32,800000,1,40.212,4F4E4D494B52,0
1310,80000032009,32,800000,1,42.665,4F4E4D494B52,0
1311,80000032010,32,800000,1,43.022,4F4E4D494B52,0
1312,80000032011,32,800000,1,45.297,4F4E4D494B52,0
1313,80000032012,32,800000,1,38.536,4F4E4D494B52,0
1314,80000032013,32,800000,1,43.667,4F4E4D494B52,0
1315,80000032014,32,800000,1,43.751,4F4E4D494B52,0
1316,80000032015,32,800000,1,45.659,4F4E4D494B52,0
1317,80000032016,32,800000,1,42.182,4F4E4D494B52,0
1318,80000032017,32,800000,1,42.924,4F4E4D494B52,0
1319,80000032018,32,800000,1,43.709,4F4E4D494B52,0
1320,80000032019,32,800000,1,42.193,4F4E4D494B52,0
1321,80000032020,32,800000,1,40.524,4F4E4D494B52,0
1322,80000032021,32,800000,1,41.328,4F4E4D494B52,0
1323,80000032022,32,800000,1,46.320,4F4E4D494B52,0
1324,80000032023,32,800000,1,42.924,4F4E4D494B52,0
1325,80000032024,32,800000,1,42.889,4F4E4D494B52,0
1326,80000032025,32,800000,1,44.981,4F4E4D494B52,0
1327,80000032026,32,800000,1,42.221,4F4E4D494B52,0
1328,80000032027,32,800000,1,44.115,4F4E4D494B52,0
1329,80000032028,32,800000,1,44.794,4F4E4D494B52,0
1330,80000032029,32,800000,1,41.279,4F4E4D494B52,0
1331,80000032030,32,800000,1,44.059,4F4E4D494B52,0
1332,80000032031,32,800000,1,44.116,4F4E4D494B52,0
1333,80000032032,32,800000,1,41.483,4F4E4D494B52,0
1334,80000032033,32,800000,1,43.679,4F4E4D494B52,0
1335,80000032034,32,800000,1,47.662,4F4E4D494B52,0
1336,80000032035,32,800000,1,44.036,4F4E4D494B52,0
1337,80000032036,32,800000,1,44.303,4F4E4D494B52,0
1338,80000032037,32,800000,1,40.879,4F4E4D494B52,0
1339,80000032038,32,800000,1,42.021,4F4E4D494B52,0
1340,80000032039,32,800000,1,42.095,4F4E4D494B52,0
1341,80000032040,32,800000,1,43.216,4F4E4D494B52,0
1342,80000032041,32,800000,1,43.846,4F4E4D494B52,0
1343,80000032042,32,800000,1,41.527,4F4E4D494B52,0
1344,80000032043,32,800000,1,43.570,4F4E4D494B52,0
1345,80000032044,32,800000,1,41.568,4F4E4D494B52,0
1346,80000032045,32,800000,1,40.901,4F4E4D494B52,0
1347,80000032046,32,800000,1,43.412,4F4E4D494B52,0
1348,80000032047,32,800000,1,40.518,4F4E4D494B52,0
1349,80000032048,32,800000,1,44.514,4F4E4D494B52,0
1350,80000032049,32,800000,1,43.455,4F4E4D494B52,0
1351,120000004000,4,1200000,0,26.763,,1
1352,120000004001,4,1200000,0,27.406,,1
1353,120000004002,4,1200000,0,26.805,,1
1354,120000004003,4,1200000,0,25.498,,1
1355,120000004004,4,1200000,0,26.926,,1
1356,120000004005,4,1200000,0,26.651,,1
1357,120000004006,4,1200000,0,27.488,,1
1358,120000004007,4,1200000,0,26.448,,1
1359,120000004008,4,1200000,0,26.307,,1
1360,120000004009,4,1200000,0,26.652,,1
1361,120000004010,4,1200000,0,26.387,,1
1362,120000004011,4,1200000,1,26.423,4F4E4D494B52,0
1363,120000004012,4,1200000,0,26.016,,1
1364,120000004013,4,1200000,0,28.432,,1
1365,120000004014,4,1200000,0,27.696,,1
1366,120000004015,4,1200000,0,27.153,,1
1367,120000004016,4,1200000,0,26.238,,1
1368,120000004017,4,1200000,0,26.684,,1
1369,120000004018,4,1200000,0,27.181,,1
1370,120000004019,4,1200000,0,28.701,,1
1371,120000004020,4,1200000,0,27.570,,1
1372,120000004021,4,1200000,1,26.060,4F4E4D494B52,0
1373,120000004022,4,1200000,0,27.279,,1
1374,120000004023,4,1200000,0,26.045,,1
1375,120000004024,4,1200000,1,25.834,4F4E4D494B52,0
1376,120000004025,4,1200000,0,27.168,,1
1377,120000004026,4,1200000,1,27.361,4F4E4D494B52,0
1378,120000004027,4,1200000,0,27.967,,1
1379,120000004028,4,1200000,0,26.559,,1
1380,120000004029,4,1200000,0,26.197,,1
1381,120000004030,4,1200000,0,26.445,,1
1382,120000004031,4,1200000,0,26.759,,1
1383,120000004032,4,1200000,0,25.560,,1
1384,120000004033,4,1200000,0,26.882,,1
1385,120000004034,4,1200000,0,25.275,,1
1386,120000004035,4,1200000,0,26.834,,1
1387,120000004036,4,1200000,1,25.246,4F4E4D494B52,0
1388,120000004037,4,1200000,0,25.835,,1
1389,120000004038,4,1200000,0,27.012,,1
1390,120000004039,4,1200000,0,28.368,,1
1391,120000004040,4,1200000,0,26.321,,1
1392,120000004041,4,1200000,0,26.406,,1
1393,120000004042,4,1200000,0,27.892,,1
1394,120000004043,4,1200000,0,26.052,,1
1395,120000004044,4,1200000,0,26.232,,1
1396,120000004045,4,1200000,0,24.972,,1
1397,120000004046,4,1200000,0,25.713,,1
1398,120000004047,4,1200000,0,26.976,,1
1399,120000004048,4,1200000,1,27.532,4F4E4D494B52,0
1400,120000004049,4,1200000,0,26.091,,1
1401,120000006000,6,1200000,0,27.062,,1
1402,120000006001,6,1200000,0,26.743,,1
1403,120000006002,6,1200000,1,25.992,4F4E4D494B52,0
1404,120000006003,6,1200000,1,26.409,4F4E4D494B52,0
1405,120000006004,6,1200000,0,27.225,,1
1406,120000006005,6,1200000,0,27.425,,1
1407,120000006006,6,1200000,0,26.326,,1
1408,120000006007,6,1200000,0,27.079,,1
1409,120000006008,6,1200000,0,26.327,,1
1410,120000006009,6,1200000,0,25.981,,1
1411,120000006010,6,1200000,1,24.963,4F4E4D494B52,0
1412,120000006011,6,1200000,0,29.203,,1
1413,120000006012,6,1200000,1,25.327,4F4E4D494B52,0
1414,120000006013,6,1200000,0,26.589,,1
1415,120000006014,6,1200000,0,26.665,,1
1416,120000006015,6,1200000,1,26.146,4F4E4D494B52,0
1417,120000006016,6,1200000,1,26.381,4F4E4D494B52,0
1418,120000006017,6,1200000,0,25.780,,1
1419,120000006018,6,1200000,0,26.974,,1
1420,120000006019,6,1200000,1,25.880,4F4E4D494B52,0
1421,120000006020,6,1200000,0,26.361,,1
1422,120000006021,6,1200000,0,28.323,,1
1423,120000006022,6,1200000,0,26.325,,1
1424,120000006023,6,1200000,0,25.837,,1
1425,120000006024,6,1200000,0,26.728,,1
1426,120000006025,6,1200000,0,27.794,,1
1427,120000006026,6,1200000,0,26.684,,1
1428,120000006027,6,1200000,1,27.364,4F4E4D494B52,0
1429,120000006028,6,1200000,0,26.186,,1
1430,120000006029,6,1200000,0,27.901,,1
1431,120000006030,6,1200000,1,25.594,4F4E4D494B52,0
1432,120000006031,6,1200000,1,26.166,4F4E4D494B52,0
1433,120000006032,6,1200000,1,27.064,4F4E4D494B52,0
1434,120000006033,6,1200000,1,26.475,4F4E4D494B52,0
1435,120000006034,6,1200000,1,27.084,4F4E4D494B52,0
1436,120000006035,6,1200000,0,26.544,,1
1437,120000006036,6,1200000,0,25.952,,1
1438,120000006037,6,1200000,0,27.652,,1
1439,120000006038,6,1200000,0,27.489,,1
1440,120000006039,6,1200000,0,26.806,,1
1441,120000006040,6,1200000,1,26.396,4F4E4D494B52,0
1442,120000006041,6,1200000,1,26.448,4F4E4D494B52,0
1443,120000006042,6,1200000,0,28.660,,1
1444,120000006043,6,1200000,1,27.539,4F4E4D494B52,0
1445,120000006044,6,1200000,1,26.147,4F4E4D494B52,0
1446,120000006045,6,1200000,0,27.510,,1
1447,120000006046,6,1200000,0,26.447,,1
1448,120000006047,6,1200000,0,28.137,,1
1449,120000006048,6,1200000,0,28.540,,1
1450,120000006049,6,1200000,0,27.118,,1
1451,120000008000,8,1200000,0,28.350,,1
1452,120000008001,8,1200000,0,27.767,,1
1453,120000008002,8,1200000,1,28.249,4F4E4D494B52,0
1454,120000008003,8,1200000,1,27.070,4F4E4D494B52,0
1455,120000008004,8,1200000,0,28.716,,1
1456,120000008005,8,1200000,0,30.352,,1
1457,120000008006,8,1200000,1,27.451,4F4E4D494B52,0
1458,120000008007,8,1200000,1,28.887,4F4E4D494B52,0
1459,120000008008,8,1200000,0,29.953,,1
1460,120000008009,8,1200000,1,26.994,4F4E4D494B52,0
1461,120000008010,8,1200000,0,29.957,,1
1462,120000008011,8,1200000,1,27.030,4F4E4D494B52,0
1463,120000008012,8,1200000,1,27.256,4F4E4D494B52,0
1464,120000008013,8,1200000,1,28.332,4F4E4D494B52,0
1465,120000008014,8,1200000,0,28.175,,1
1466,120000008015,8,1200000,1,27.314,4F4E4D494B52,0
1467,120000008016,8,1200000,1,27.758,4F4E4D494B52,0
1468,120000008017,8,1200000,1,27.474,4F4E4D494B52,0
1469,120000008018,8,1200000,0,28.410,,1
1470,120000008019,8,1200000,1,27.695,4F4E4D494B52,0
1471,120000008020,8,1200000,1,27.334,4F4E4D494B52,0
1472,120000008021,8,1200000,1,27.573,4F4E4D494B52,0
1473,120000008022,8,1200000,1,28.448,4F4E4D494B52,0
1474,120000008023,8,1200000,1,28.323,4F4E4D494B52,0
1475,120000008024,8,1200000,1,28.010,4F4E4D494B52,0
1476,120000008025,8,1200000,0,28.059,,1
1477,120000008026,8,1200000,1,27.484,4F4E4D494B52,0
1478,120000008027,8,1200000,1,28.052,4F4E4D494B52,0
1479,120000008028,8,1200000,1,27.598,4F4E4D494B52,0
1480,120000008029,8,1200000,1,27.184,4F4E4D494B52,0
1481,120000008030,8,1200000,0,28.159,,1
1482,120000008031,8,1200000,1,29.117,4F4E4D494B52,0
1483,120000008032,8,1200000,0,29.144,,1
1484,120000008033,8,1200000,1,28.376,4F4E4D494B52,0
1485,120000008034,8,1200000,1,27.642,4F4E4D494B52,0
1486,120000008035,8,1200000,1,27.728,4F4E4D494B52,0
1487,120000008036,8,1200000,0,28.436,,1
1488,120000008037,8,1200000,1,27.354,4F4E4D494B52,0
1489,120000008038,8,1200000,0,29.989,,1
1490,120000008039,8,1200000,0,29.305,,1
1491,120000008040,8,1200000,0,29.016,,1
1492,120000008041,8,1200000,0,28.323,,1
1493,120000008042,8,1200000,1,28.211,4F4E4D494B52,0
1494,120000008043,8,1200000,1,27.133,4F4E4D494B52,0
1495,120000008044,8,1200000,0,29.203,,1
1496,120000008045,8,1200000,1,28.088,4F4E4D494B52,0
1497,120000008046,8,1200000,0,28.509,,1
1498,120000008047,8,1200000,0,31.049,,1
1499,120000008048,8,1200000,1,28.759,4F4E4D494B52,0
1500,120000008049,8,1200000,0,28.002,,1
1501,120000010000,10,1200000,0,31.022,,1
1502,120000010001,10,1200000,1,29.984,4F4E4D494B52,0
1503,120000010002,10,1200000,0,30.502,,1
1504,120000010003,10,1200000,1,31.232,4F4E4D494B52,0
1505,120000010004,10,1200000,1,31.047,4F4E4D494B52,0
1506,120000010005,10,1200000,1,33.439,4F4E4D494B52,0
1507,120000010006,10,1200000,0,31.272,,1
1508,120000010007,10,1200000,0,31.989,,1
1509,120000010008,10,1200000,1,30.089,4F4E4D494B52,0
1510,120000010009,10,1200000,1,30.870,4F4E4D494B52,0
1511,120000010010,10,1200000,1,29.868,4F4E4D494B52,0
1512,120000010011,10,1200000,0,30.052,,1
1513,120000010012,10,1200000,1,30.414,4F4E4D494B52,0
1514,120000010013,10,1200000,1,30.540,4F4E4D494B52,0
1515,120000010014,10,1200000,1,31.027,4F4E4D494B52,0
1516,120000010015,10,1200000,1,31.192,4F4E4D494B52,0
1517,120000010016,10,1200000,0,31.315,,1
1518,120000010017,10,1200000,1,30.410,4F4E4D494B52,0
1519,120000010018,10,1200000,1,29.105,4F4E4D494B52,0
1520,120000010019,10,1200000,1,31.538,4F4E4D494B52,0
1521,120000010020,10,1200000,1,30.811,4F4E4D494B52,0
1522,120000010021,10,1200000,0,30.132,,1
1523,120000010022,10,1200000,1,29.885,4F4E4D494B52,0
1524,120000010023,10,1200000,1,30.551,4F4E4D494B52,0
1525,120000010024,10,1200000,1,31.197,4F4E4D494B52,0
1526,120000010025,10,1200000,1,30.195,4F4E4D494B52,0
1527,120000010026,10,1200000,0,32.096,,1
1528,120000010027,10,1200000,1,29.222,4F4E4D494B52,0
1529,120000010028,10,1200000,1,29.494,4F4E4D494B52,0
1530,120000010029,10,1200000,1,30.649,4F4E4D494B52,0
1531,120000010030,10,1200000,1,31.985,4F4E4D494B52,0
1532,120000010031,10,1200000,0,30.495,,1
1533,120000010032,10,1200000,1,30.341,4F4E4D494B52,0
1534,120000010033,10,1200000,0,32.004,,1
1535,120000010034,10,1200000,1,31.347,4F4E4D494B52,0
1536,120000010035,10,1200000,1,29.691,4F4E4D494B52,0
1537,120000010036,10,1200000,0,32.102,,1
1538,120000010037,10,1200000,1,30.242,4F4E4D494B52,0
1539,120000010038,10,1200000,1,30.843,4F4E4D494B52,0
1540,120000010039,10,1200000,1,30.842,4F4E4D494B52,0
1541,120000010040,10,1200000,1,30.628,4F4E4D494B52,0
1542,120000010041,10,1200000,1,30.378,4F4E4D494B52,0
1543,120000010042,10,1200000,1,29.085,4F4E4D494B52,0
1544,120000010043,10,1200000,0,30.904,,1
1545,120000010044,10,1200000,1,29.547,4F4E4D494B52,0
1546,120000010045,10,1200000,0,31.462,,1
1547,120000010046,10,1200000,1,30.425,4F4E4D494B52,0
1548,120000010047,10,1200000,1,31.503,4F4E4D494B52,0
1549,120000010048,10,1200000,1,29.134,4F4E4D494B52,0
1550,120000010049,10,1200000,1,30.811,4F4E4D494B52,0
1551,120000012000,12,1200000,1,33.296,4F4E4D494B52,0
1552,120000012001,12,1200000,1,34.224,4F4E4D494B52,0
1553,120000012002,12,1200000,1,33.446,4F4E4D494B52,0
1554,120000012003,12,1200000,0,32.655,,1
1555,120000012004,12,1200000,1,34.450,4F4E4D494B52,0
1556,120000012005,12,1200000,1,33.521,4F4E4D494B52,0
1557,120000012006,12,1200000,1,31.825,4F4E4D494B52,0
1558,120000012007,12,1200000,1,33.092,4F4E4D494B52,0
1559,120000012008,12,1200000,1,32.131,4F4E4D494B52,0
1560,120000012009,12,1200000,1,32.708,4F4E4D494B52,0
